source,target,reaction,weight
s_0017[c],s_1188[c],r_0905,1
s_1032[c],s_0951[c],r_0851,1
s_1032[c],s_1314[c],r_0852,1
s_0951[c],s_1318[c],r_0854,1
s_1314[c],s_1582[c],r_4047,1
s_1314[c],s_1583[c],r_4047,1
s_1314[c],s_1585[c],r_4047,1
s_1314[c],s_1587[c],r_4047,1
s_1314[c],s_1589[c],r_4047,1
s_1314[c],s_1590[c],r_4047,1
s_1314[c],s_1591[c],r_4047,1
s_1314[c],s_1593[c],r_4047,1
s_1314[c],s_1594[c],r_4047,1
s_1314[c],s_1596[c],r_4047,1
s_1314[c],s_1598[c],r_4047,1
s_1314[c],s_1600[c],r_4047,1
s_1314[c],s_1602[c],r_4047,1
s_1314[c],s_1604[c],r_4047,1
s_1314[c],s_1606[c],r_4047,1
s_1314[c],s_1607[c],r_4047,1
s_1314[c],s_1608[c],r_4047,1
s_1314[c],s_1610[c],r_4047,1
s_1314[c],s_1612[c],r_4047,1
s_1314[c],s_1614[c],r_4047,1
s_1314[c],s_3717[c],r_4047,1
s_1604[c],s_1314[c],r_0852,1
s_1318[c],s_1319[e],r_2002,1
s_0300[c],s_1364[c],r_0911,1
s_1620[c],s_1616[c],r_1038,1
s_1616[c],s_0390[c],r_0883,1
s_1616[c],s_1620[c],r_0883,1
s_1616[c],s_1620[c],r_0970,1
s_1616[c],s_1620[c],r_0974,1
s_1616[c],s_1620[c],r_0976,1
s_1616[c],s_1620[c],r_0978,1
s_0567[c],s_1543[c],r_1084,1
s_0260[c],s_0075[c],r_0892,1
s_1188[c],s_1307[c],r_0906,1
s_1364[c],s_0299[c],r_0908,1
s_0078[c],s_0077[c],r_0909,1
s_0327[c],s_0325[c],r_0914,1
s_1408[c],s_1386[c],r_0916,1
s_1408[c],s_0764[c],r_1049,1
s_1408[c],s_1427[c],r_1049,1
s_1442[c],s_0208[c],r_0937,1
s_1442[c],s_1439[c],r_0937,1
s_1439[c],s_0303[c],r_1002,1
s_1439[c],s_1442[c],r_1002,1
s_0204[c],s_1051[c],r_2119,1
s_1035[c],s_1379[c],r_0941,1
s_1379[c],s_1582[c],r_4047,1
s_1379[c],s_1583[c],r_4047,1
s_1379[c],s_1585[c],r_4047,1
s_1379[c],s_1587[c],r_4047,1
s_1379[c],s_1589[c],r_4047,1
s_1379[c],s_1590[c],r_4047,1
s_1379[c],s_1591[c],r_4047,1
s_1379[c],s_1593[c],r_4047,1
s_1379[c],s_1594[c],r_4047,1
s_1379[c],s_1596[c],r_4047,1
s_1379[c],s_1598[c],r_4047,1
s_1379[c],s_1600[c],r_4047,1
s_1379[c],s_1602[c],r_4047,1
s_1379[c],s_1604[c],r_4047,1
s_1379[c],s_1606[c],r_4047,1
s_1379[c],s_1607[c],r_4047,1
s_1379[c],s_1608[c],r_4047,1
s_1379[c],s_1610[c],r_4047,1
s_1379[c],s_1612[c],r_4047,1
s_1379[c],s_1614[c],r_4047,1
s_1379[c],s_3717[c],r_4047,1
s_1606[c],s_1379[c],r_0941,1
s_0118[c],s_1035[c],r_0957,1
s_0328[c],s_0314[c],r_0968,1
s_0328[c],s_1405[c],r_0968,1
s_0314[c],s_0328[c],r_0967,1
s_1405[c],s_4205[c],r_4598,1
s_0581[c],s_0577[c],r_0984,1
s_0581[c],s_0764[c],r_1049,1
s_0581[c],s_1427[c],r_1049,1
s_1038[c],s_0180[c],r_0988,1
s_1038[c],s_1025[c],r_0988,1
s_1428[c],s_1582[c],r_4047,1
s_1428[c],s_1583[c],r_4047,1
s_1428[c],s_1585[c],r_4047,1
s_1428[c],s_1587[c],r_4047,1
s_1428[c],s_1589[c],r_4047,1
s_1428[c],s_1590[c],r_4047,1
s_1428[c],s_1591[c],r_4047,1
s_1428[c],s_1593[c],r_4047,1
s_1428[c],s_1594[c],r_4047,1
s_1428[c],s_1596[c],r_4047,1
s_1428[c],s_1598[c],r_4047,1
s_1428[c],s_1600[c],r_4047,1
s_1428[c],s_1602[c],r_4047,1
s_1428[c],s_1604[c],r_4047,1
s_1428[c],s_1606[c],r_4047,1
s_1428[c],s_1607[c],r_4047,1
s_1428[c],s_1608[c],r_4047,1
s_1428[c],s_1610[c],r_4047,1
s_1428[c],s_1612[c],r_4047,1
s_1428[c],s_1614[c],r_4047,1
s_1428[c],s_3717[c],r_4047,1
s_1607[c],s_1428[c],r_0995,1
s_1429[c],s_0261[c],r_0997,1
s_1448[w],s_0038[w],r_1011,1
s_0038[w],s_0037[c],r_2054,1
s_0038[w],s_4209[w],r_4629,1
s_1447[c],s_1448[w],r_2053,1
s_0394[c],s_0298[c],r_1026,1
s_1045[c],s_1491[c],r_1042,1
s_1491[c],s_1582[c],r_4047,1
s_1491[c],s_1583[c],r_4047,1
s_1491[c],s_1585[c],r_4047,1
s_1491[c],s_1587[c],r_4047,1
s_1491[c],s_1589[c],r_4047,1
s_1491[c],s_1590[c],r_4047,1
s_1491[c],s_1591[c],r_4047,1
s_1491[c],s_1593[c],r_4047,1
s_1491[c],s_1594[c],r_4047,1
s_1491[c],s_1596[c],r_4047,1
s_1491[c],s_1598[c],r_4047,1
s_1491[c],s_1600[c],r_4047,1
s_1491[c],s_1602[c],r_4047,1
s_1491[c],s_1604[c],r_4047,1
s_1491[c],s_1606[c],r_4047,1
s_1491[c],s_1607[c],r_4047,1
s_1491[c],s_1608[c],r_4047,1
s_1491[c],s_1610[c],r_4047,1
s_1491[c],s_1612[c],r_4047,1
s_1491[c],s_1614[c],r_4047,1
s_1491[c],s_3717[c],r_4047,1
s_1608[c],s_1491[c],r_1042,1
s_0649[c],s_3720[c],r_4050,1
s_0551[c],s_0552[m],r_1708,1
s_1427[c],s_0551[c],r_1048,1
s_1427[c],s_0557[c],r_1048,1
s_1520[c],s_3718[c],r_4048,1
s_1527[c],s_1582[c],r_4047,1
s_1527[c],s_1583[c],r_4047,1
s_1527[c],s_1585[c],r_4047,1
s_1527[c],s_1587[c],r_4047,1
s_1527[c],s_1589[c],r_4047,1
s_1527[c],s_1590[c],r_4047,1
s_1527[c],s_1591[c],r_4047,1
s_1527[c],s_1593[c],r_4047,1
s_1527[c],s_1594[c],r_4047,1
s_1527[c],s_1596[c],r_4047,1
s_1527[c],s_1598[c],r_4047,1
s_1527[c],s_1600[c],r_4047,1
s_1527[c],s_1602[c],r_4047,1
s_1527[c],s_1604[c],r_4047,1
s_1527[c],s_1606[c],r_4047,1
s_1527[c],s_1607[c],r_4047,1
s_1527[c],s_1608[c],r_4047,1
s_1527[c],s_1610[c],r_4047,1
s_1527[c],s_1612[c],r_4047,1
s_1527[c],s_1614[c],r_4047,1
s_1527[c],s_3717[c],r_4047,1
s_1610[c],s_1527[c],r_1057,1
s_1051[c],s_1533[c],r_1066,1
s_1051[c],s_4401[c],r_4674,1
s_1051[c],s_4405[c],r_4674,1
s_1533[c],s_1582[c],r_4047,1
s_1533[c],s_1583[c],r_4047,1
s_1533[c],s_1585[c],r_4047,1
s_1533[c],s_1587[c],r_4047,1
s_1533[c],s_1589[c],r_4047,1
s_1533[c],s_1590[c],r_4047,1
s_1533[c],s_1591[c],r_4047,1
s_1533[c],s_1593[c],r_4047,1
s_1533[c],s_1594[c],r_4047,1
s_1533[c],s_1596[c],r_4047,1
s_1533[c],s_1598[c],r_4047,1
s_1533[c],s_1600[c],r_4047,1
s_1533[c],s_1602[c],r_4047,1
s_1533[c],s_1604[c],r_4047,1
s_1533[c],s_1606[c],r_4047,1
s_1533[c],s_1607[c],r_4047,1
s_1533[c],s_1608[c],r_4047,1
s_1533[c],s_1610[c],r_4047,1
s_1533[c],s_1612[c],r_4047,1
s_1533[c],s_1614[c],r_4047,1
s_1533[c],s_3717[c],r_4047,1
s_1612[c],s_1533[c],r_1066,1
s_1548[n],s_1540[n],r_1073,1
s_1540[n],s_1538[c],r_4610,1
s_1056[c],s_0232[c],r_1087,1
s_1056[c],s_1561[c],r_1089,1
s_1058[m],s_1056[c],r_2093,1
s_1561[c],s_1582[c],r_4047,1
s_1561[c],s_1583[c],r_4047,1
s_1561[c],s_1585[c],r_4047,1
s_1561[c],s_1587[c],r_4047,1
s_1561[c],s_1589[c],r_4047,1
s_1561[c],s_1590[c],r_4047,1
s_1561[c],s_1591[c],r_4047,1
s_1561[c],s_1593[c],r_4047,1
s_1561[c],s_1594[c],r_4047,1
s_1561[c],s_1596[c],r_4047,1
s_1561[c],s_1598[c],r_4047,1
s_1561[c],s_1600[c],r_4047,1
s_1561[c],s_1602[c],r_4047,1
s_1561[c],s_1604[c],r_4047,1
s_1561[c],s_1606[c],r_4047,1
s_1561[c],s_1607[c],r_4047,1
s_1561[c],s_1608[c],r_4047,1
s_1561[c],s_1610[c],r_4047,1
s_1561[c],s_1612[c],r_4047,1
s_1561[c],s_1614[c],r_4047,1
s_1561[c],s_3717[c],r_4047,1
s_1614[c],s_1561[c],r_1089,1
s_1302[c],s_2789[x],r_3517,1
s_1302[c],s_2847[a],r_3577,1
s_2782[x],s_2790[x],r_2156,1
s_2790[x],s_2803[x],r_2163,1
s_2789[x],s_2790[x],r_2156,1
s_2789[x],s_2819[x],r_2182,1
s_2789[x],s_2935[x],r_2308,1
s_2803[x],s_2811[x],r_2170,1
s_2811[x],s_2791[x],r_2177,1
s_2791[x],s_2821[x],r_2183,1
s_2791[x],s_2937[x],r_2310,1
s_2791[x],s_1454[c],r_3519,1
s_2819[x],s_2837[x],r_2197,1
s_2819[x],s_2936[x],r_2309,1
s_2819[x],s_2954[x],r_2332,1
s_2819[x],s_2956[x],r_2334,1
s_2819[x],s_2958[x],r_2336,1
s_2819[x],s_2877[c],r_3518,1
s_2832[x],s_2781[x],r_2194,1
s_2781[x],s_1073[c],r_3515,1
s_2837[x],s_1293[c],r_3511,1
s_2843[a],s_2841[a],r_2200,1
s_2841[a],s_2832[x],r_3681,1
s_2864[q],s_2865[q],r_2211,1
s_2865[q],s_1479[c],r_3614,1
s_2867[q],s_2866[q],r_2212,1
s_2866[q],s_2870[x],r_3902,1
s_2797[x],s_2869[x],r_2214,1
s_2869[x],s_2864[q],r_3901,1
s_2870[x],s_2816[x],r_2215,1
s_2816[x],s_0816[c],r_3524,1
s_2935[x],s_2954[x],r_2332,1
s_2934[x],s_2935[x],r_2308,1
s_2934[x],s_2936[x],r_2309,1
s_2934[x],s_2937[x],r_2310,1
s_2936[x],s_2956[x],r_2334,1
s_2937[x],s_2958[x],r_2336,1
s_0769[a],s_2944[a],r_2316,1
s_2944[a],s_2962[a],r_2340,1
s_2847[a],s_2944[a],r_2316,1
s_2954[x],s_3084[x],r_2432,1
s_2956[x],s_3085[x],r_2433,1
s_2956[x],s_2999[d],r_3798,1
s_2958[x],s_3086[x],r_2434,1
s_2853[a],s_2962[a],r_2340,1
s_2962[a],s_2955[x],r_3755,1
s_2999[d],s_3000[d],r_2362,1
s_3000[d],s_2969[x],r_3790,1
s_2849[a],s_3063[a],r_2412,1
s_3063[a],s_3023[x],r_3694,1
s_3051[a],s_3063[a],r_2412,1
s_2851[a],s_3069[a],r_2418,1
s_3069[a],s_3029[x],r_3691,1
s_3047[a],s_3069[a],r_2418,1
s_3084[x],s_3109[x],r_2446,1
s_3085[x],s_3110[x],r_2447,1
s_3085[x],s_3119[x],r_2455,1
s_3086[x],s_3120[x],r_2456,1
s_2955[x],s_3088[x],r_2436,1
s_3088[x],s_3113[x],r_2450,1
s_3109[x],s_3128[h],r_3765,1
s_3107[x],s_3109[x],r_2446,1
s_3107[x],s_3110[x],r_2447,1
s_3107[x],s_3113[x],r_2450,1
s_3110[x],s_3710[x],r_3980,1
s_3110[x],s_3741[c],r_3980,1
s_3110[x],s_3131[h],r_3766,1
s_3113[x],s_3155[d],r_3817,1
s_3113[x],s_3173[b],r_3849,1
s_3119[x],s_3547[c],r_3563,1
s_3117[x],s_3119[x],r_2455,1
s_3117[x],s_3120[x],r_2456,1
s_3120[x],s_3549[c],r_3564,1
s_3128[h],s_3130[h],r_2464,1
s_3130[h],s_3181[x],r_3773,1
s_3131[h],s_3132[h],r_2465,1
s_3132[h],s_3185[x],r_3774,1
s_3155[d],s_3156[d],r_2476,1
s_3156[d],s_3191[x],r_3825,1
s_3173[b],s_3174[b],r_2484,1
s_3174[b],s_3191[x],r_3857,1
s_3185[x],s_3186[x],r_2489,1
s_3185[x],s_3019[x],r_2885,1
s_3185[x],s_3425[x],r_2885,1
s_3185[x],s_3425[x],r_2893,1
s_3185[x],s_3425[x],r_2917,1
s_3185[x],s_3425[x],r_2941,1
s_3185[x],s_3021[x],r_2893,1
s_3185[x],s_3020[x],r_2917,1
s_3185[x],s_3026[x],r_2941,1
s_3185[x],s_3712[x],r_3998,1
s_3185[x],s_3741[c],r_3998,1
s_3186[x],s_3200[x],r_2497,1
s_3191[x],s_3192[x],r_2492,1
s_3191[x],s_3035[x],r_2888,1
s_3191[x],s_3424[x],r_2888,1
s_3191[x],s_3424[x],r_2912,1
s_3191[x],s_3424[x],r_2936,1
s_3191[x],s_3041[x],r_2912,1
s_3191[x],s_3040[x],r_2936,1
s_3192[x],s_3203[x],r_2500,1
s_3200[x],s_3208[x],r_2505,1
s_3203[x],s_3211[x],r_2508,1
s_3208[x],s_3021[x],r_2957,1
s_3208[x],s_3429[x],r_2957,1
s_3208[x],s_3429[x],r_2973,1
s_3208[x],s_3429[x],r_3005,1
s_3208[x],s_3025[x],r_2973,1
s_3208[x],s_3026[x],r_3005,1
s_3208[x],s_3711[x],r_3989,1
s_3208[x],s_3741[c],r_3989,1
s_3208[x],s_3298[h],r_3782,1
s_3211[x],s_3037[x],r_2960,1
s_3211[x],s_3428[x],r_2960,1
s_3211[x],s_3428[x],r_3000,1
s_3211[x],s_3428[x],r_3008,1
s_3211[x],s_3040[x],r_3000,1
s_3211[x],s_3042[x],r_3008,1
s_3211[x],s_3711[x],r_3992,1
s_3211[x],s_3740[c],r_3992,1
s_3211[x],s_3743[c],r_3992,1
s_3211[x],s_3304[h],r_3785,1
s_3270[h],s_3240[h],r_2620,1
s_3270[h],s_3240[h],r_2622,1
s_3270[h],s_3297[h],r_2620,1
